0, 5e+25
1e-09, 5e+25
2e-09, 5e+25
3e-09, 5e+25
4e-09, 5e+25
5e-09, 5e+25
6e-09, 5e+25
7e-09, 5e+25
8e-09, 5e+25
9e-09, 5e+25
1e-08, 5e+25
1.1e-08, 5e+25
1.2e-08, 5e+25
1.3e-08, 5e+25
1.4e-08, 5e+25
1.5e-08, 5e+25
1.6e-08, 5e+25
1.7e-08, 5e+25
1.8e-08, 5e+25
1.9e-08, 5e+25
2e-08, 5e+25
2.1e-08, 5e+25
2.2e-08, 5e+25
2.3e-08, 5e+25
2.4e-08, 5e+25
2.5e-08, 5e+25
2.6e-08, 5e+25
2.7e-08, 5e+25
2.8e-08, 5e+25
2.9e-08, 5e+25
3e-08, 5e+25
3.1e-08, 5e+25
3.2e-08, 4.99999e+25
3.3e-08, 4.99996e+25
3.4e-08, 4.99983e+25
3.5e-08, 4.99917e+25
3.6e-08, 4.99603e+25
3.7e-08, 4.98107e+25
3.8e-08, 4.91023e+25
3.9e-08, 4.58729e+25
4e-08, 3.34798e+25
4.1e-08, 9.09455e+24
4.2e-08, 4.20608e+24
4.3e-08, 2.47206e+24
4.4e-08, 1.66446e+24
4.5e-08, 1.22331e+24
4.6e-08, 9.55841e+23
4.7e-08, 7.81401e+23
4.8e-08, 6.61406e+23
4.9e-08, 5.75507e+23
5e-08, 5.12141e+23
5.1e-08, 4.64343e+23
5.2e-08, 4.27716e+23
5.3e-08, 3.99382e+23
5.4e-08, 3.77401e+23
5.5e-08, 3.60434e+23
5.6e-08, 3.4755e+23
5.7e-08, 3.38098e+23
5.8e-08, 3.31631e+23
5.9e-08, 3.2786e+23
6e-08, 3.2662e+23
6.1e-08, 3.2786e+23
6.2e-08, 3.31631e+23
6.3e-08, 3.38098e+23
6.4e-08, 3.4755e+23
6.5e-08, 3.60434e+23
6.6e-08, 3.77401e+23
6.7e-08, 3.99382e+23
6.8e-08, 4.27716e+23
6.9e-08, 4.64343e+23
7e-08, 5.12141e+23
7.1e-08, 5.75507e+23
7.2e-08, 6.61406e+23
7.3e-08, 7.81401e+23
7.4e-08, 9.55841e+23
7.5e-08, 1.22331e+24
7.6e-08, 1.66446e+24
7.7e-08, 2.47206e+24
7.8e-08, 4.20608e+24
7.9e-08, 9.09455e+24
8e-08, 3.34798e+25
8.1e-08, 4.58729e+25
8.2e-08, 4.91023e+25
8.3e-08, 4.98107e+25
8.4e-08, 4.99603e+25
8.5e-08, 4.99917e+25
8.6e-08, 4.99983e+25
8.7e-08, 4.99996e+25
8.8e-08, 4.99999e+25
8.9e-08, 5e+25
9e-08, 5e+25
9.1e-08, 5e+25
9.2e-08, 5e+25
9.3e-08, 5e+25
9.4e-08, 5e+25
9.5e-08, 5e+25
9.6e-08, 5e+25
9.7e-08, 5e+25
9.8e-08, 5e+25
9.9e-08, 5e+25
1e-07, 5e+25
1.01e-07, 5e+25
1.02e-07, 5e+25
1.03e-07, 5e+25
1.04e-07, 5e+25
1.05e-07, 5e+25
1.06e-07, 5e+25
1.07e-07, 5e+25
1.08e-07, 5e+25
1.09e-07, 5e+25
1.1e-07, 5e+25
1.11e-07, 5e+25
1.12e-07, 5e+25
1.13e-07, 5e+25
1.14e-07, 5e+25
1.15e-07, 5e+25
1.16e-07, 5e+25
1.17e-07, 5e+25
1.18e-07, 5e+25
1.19e-07, 5e+25
1.2e-07, 5e+25
